,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_speed[Edman, Tommy]",-25.961,0.451,-26.778,-25.033,0.005,0.008,7931.0,4479.0,1.0
"beta_speed[Polanco, Gregory]",-25.946,0.443,-26.726,-25.007,0.005,0.008,7398.0,4402.0,1.0
"beta_speed[Dyson, Jarrod]",-25.987,0.451,-26.895,-25.168,0.005,0.008,7567.0,4320.0,1.0
"beta_speed[Lamb, Jake]",-25.92,0.449,-26.746,-25.036,0.006,0.008,6379.0,3991.0,1.0
"beta_speed[Piscotty, Stephen]",-25.939,0.444,-26.726,-25.04,0.006,0.009,6318.0,3862.0,1.0
"beta_speed[Mateo, Jorge]",-25.965,0.452,-26.785,-25.04,0.005,0.008,7624.0,4906.0,1.0
"beta_speed[Naquin, Tyler]",-25.983,0.44,-26.855,-25.147,0.005,0.008,7623.0,4925.0,1.0
"beta_speed[Meyers, Jake]",-25.939,0.458,-26.795,-25.028,0.006,0.01,6779.0,3974.0,1.0
"beta_speed[Difo, Wilmer]",-25.837,0.469,-26.749,-24.951,0.007,0.009,4709.0,3715.0,1.0
"beta_speed[Larnach, Trevor]",-26.031,0.457,-26.919,-25.177,0.006,0.009,5741.0,3757.0,1.0
"beta_speed[Eaton, Adam]",-25.973,0.443,-26.798,-25.112,0.005,0.009,7433.0,4516.0,1.0
"beta_speed[Almora Jr., Albert]",-26.024,0.457,-26.919,-25.181,0.006,0.009,6458.0,4616.0,1.0
"beta_speed[Deichmann, Greg]",-25.954,0.446,-26.826,-25.096,0.005,0.008,6925.0,4391.0,1.0
"beta_speed[Bellinger, Cody]",-25.93,0.448,-26.834,-25.088,0.005,0.008,7081.0,4788.0,1.0
"beta_speed[Fraley, Jake]",-25.992,0.434,-26.834,-25.156,0.005,0.008,6938.0,4362.0,1.0
"beta_speed[Brinson, Lewis]",-25.952,0.454,-26.861,-25.087,0.005,0.009,7339.0,4715.0,1.0
"beta_speed[Beaty, Matt]",-25.92,0.459,-26.791,-25.008,0.005,0.009,7526.0,4322.0,1.0
"beta_speed[Fargas, Johneshwy]",-25.947,0.449,-26.86,-25.106,0.005,0.008,7823.0,4681.0,1.0
"beta_speed[Bell, Josh]",-25.947,0.469,-26.789,-24.99,0.006,0.01,7293.0,4035.0,1.0
"beta_speed[Marisnick, Jake]",-25.937,0.455,-26.765,-25.012,0.005,0.008,7634.0,4500.0,1.0
"beta_speed[Parra, Gerardo]",-25.943,0.466,-26.838,-25.027,0.005,0.01,7209.0,3290.0,1.0
"beta_speed[Estrada, Thairo]",-25.952,0.462,-26.843,-25.054,0.006,0.009,6865.0,4114.0,1.0
"beta_speed[Park, Hoy]",-25.915,0.468,-26.825,-25.038,0.005,0.01,7265.0,4923.0,1.0
"beta_speed[Laureano, Ramón]",-25.96,0.427,-26.805,-25.177,0.005,0.007,7764.0,5534.0,1.0
"beta_speed[Schrock, Max]",-25.972,0.47,-26.923,-25.121,0.006,0.01,6690.0,3798.0,1.0
"beta_speed[Sheets, Gavin]",-25.933,0.434,-26.819,-25.151,0.005,0.008,6633.0,4874.0,1.0
"beta_speed[Drury, Brandon]",-25.946,0.461,-26.85,-25.071,0.006,0.01,6199.0,3600.0,1.0
"beta_speed[Reddick, Josh]",-25.894,0.46,-26.77,-25.009,0.005,0.008,7156.0,5153.0,1.0
"beta_speed[Williams, Luke]",-25.95,0.465,-26.837,-25.069,0.005,0.01,7664.0,4420.0,1.0
"beta_speed[Dahl, David]",-25.911,0.459,-26.806,-25.048,0.005,0.01,6909.0,4852.0,1.0
"beta_speed[Miller, Brad]",-25.949,0.451,-26.799,-25.072,0.005,0.008,8077.0,5386.0,1.0
"beta_speed[Cordero, Franchy]",-25.974,0.443,-26.878,-25.155,0.005,0.008,7187.0,5117.0,1.0
"beta_speed[White, Eli]",-25.942,0.449,-26.81,-25.064,0.005,0.008,8518.0,4737.0,1.0
"beta_speed[Moore, Dylan]",-25.969,0.444,-26.827,-25.131,0.005,0.008,7553.0,5381.0,1.0
"beta_speed[Allen, Greg]",-25.968,0.437,-26.788,-25.136,0.005,0.009,8187.0,4672.0,1.0
"beta_speed[Pham, Tommy]",-25.902,0.447,-26.74,-24.997,0.005,0.008,7204.0,4832.0,1.0
"beta_speed[Adrianza, Ehire]",-25.925,0.457,-26.817,-25.083,0.005,0.009,7259.0,4758.0,1.0
"beta_speed[Oliva, Jared]",-25.952,0.453,-26.833,-25.107,0.005,0.009,8142.0,4779.0,1.0
"beta_speed[Lowe, Brandon]",-25.924,0.454,-26.789,-25.057,0.005,0.009,7693.0,3945.0,1.0
"beta_speed[McKinstry, Zach]",-25.917,0.442,-26.777,-25.064,0.005,0.008,6443.0,4531.0,1.0
"beta_speed[Ortega, Rafael]",-25.985,0.454,-26.882,-25.134,0.005,0.008,7244.0,4929.0,1.0
"beta_speed[Reks, Zach]",-25.959,0.459,-26.799,-25.047,0.005,0.009,7649.0,5037.0,1.0
"beta_speed[Evans, Phillip]",-25.948,0.443,-26.762,-25.068,0.005,0.008,6921.0,4939.0,1.0
"beta_speed[Harrison, Monte]",-25.958,0.456,-26.794,-25.089,0.005,0.01,6899.0,4053.0,1.0
"beta_speed[Wade, Tyler]",-25.903,0.467,-26.744,-24.957,0.006,0.009,7160.0,4049.0,1.0
"beta_speed[O'Grady, Brian]",-25.962,0.449,-26.883,-25.153,0.005,0.008,7086.0,4415.0,1.0
"beta_speed[LaMarre, Ryan]",-25.953,0.455,-26.831,-25.072,0.005,0.008,7479.0,4670.0,1.0
"beta_speed[Amburgey, Trey]",-25.964,0.454,-26.882,-25.142,0.005,0.009,8191.0,4337.0,1.0
"beta_speed[Lorenzen, Michael]",-25.955,0.468,-26.909,-25.097,0.006,0.009,6744.0,4363.0,1.0
"beta_speed[Cooper, Garrett]",-25.902,0.454,-26.753,-25.05,0.006,0.008,6850.0,4580.0,1.0
"beta_speed[Almonte, Abraham]",-25.966,0.456,-26.814,-25.057,0.005,0.009,7487.0,4340.0,1.0
"beta_speed[Bruján, Vidal]",-26.005,0.454,-26.933,-25.176,0.006,0.008,6808.0,4344.0,1.0
"beta_speed[Ward, Taylor]",-26.093,0.465,-27.054,-25.3,0.007,0.009,5134.0,3685.0,1.0
"beta_speed[Kirilloff, Alex]",-25.888,0.455,-26.765,-25.0,0.006,0.008,6804.0,4429.0,1.0
"beta_speed[Mazara, Nomar]",-25.985,0.431,-26.881,-25.211,0.005,0.007,6490.0,4078.0,1.0
"beta_speed[Jankowski, Travis]",-26.042,0.444,-26.88,-25.166,0.006,0.008,6534.0,4208.0,1.0
"beta_speed[Rengifo, Luis]",-25.914,0.455,-26.752,-24.964,0.006,0.009,6814.0,4149.0,1.0
"beta_speed[Acuña Jr., Ronald]",-25.84,0.441,-26.674,-25.008,0.007,0.007,4797.0,4396.0,1.0
"beta_speed[Davis, Jaylin]",-25.963,0.459,-26.862,-25.074,0.005,0.009,7773.0,4969.0,1.0
"beta_speed[Owings, Chris]",-25.95,0.456,-26.85,-25.05,0.005,0.009,7082.0,4537.0,1.0
"beta_speed[Celestino, Gilberto]",-25.957,0.459,-26.865,-25.102,0.006,0.01,6376.0,4248.0,1.0
"beta_speed[Bolt, Skye]",-25.953,0.459,-26.86,-25.101,0.005,0.009,7225.0,4729.0,1.0
"beta_speed[Tauchman, Mike]",-26.024,0.447,-26.904,-25.225,0.006,0.009,6676.0,4433.0,1.0
"beta_speed[Frazier, Clint]",-25.945,0.453,-26.827,-25.106,0.006,0.009,6387.0,4193.0,1.0
"beta_speed[Biggio, Cavan]",-25.877,0.451,-26.717,-25.024,0.006,0.009,6313.0,4839.0,1.0
"beta_speed[González, Luis]",-25.883,0.464,-26.719,-24.919,0.006,0.009,6760.0,4986.0,1.0
"beta_speed[Naylor, Josh]",-25.881,0.458,-26.723,-24.977,0.006,0.008,6353.0,4341.0,1.0
"beta_speed[Blankenhorn, Travis]",-25.967,0.456,-26.848,-25.143,0.005,0.012,7768.0,4383.0,1.0
"beta_speed[Fisher, Derek]",-25.962,0.45,-26.757,-25.042,0.005,0.009,7736.0,4418.0,1.0
"beta_speed[Berti, Jon]",-25.945,0.461,-26.79,-25.001,0.005,0.009,7339.0,4670.0,1.0
"beta_speed[Thomas, Lane]",-25.979,0.424,-26.787,-25.15,0.005,0.007,6601.0,5003.0,1.0
"beta_speed[Locastro, Tim]",-25.996,0.456,-26.85,-25.098,0.006,0.01,7006.0,4426.0,1.0
"beta_speed[Payton, Mark]",-25.947,0.458,-26.867,-25.089,0.006,0.009,6769.0,4541.0,1.0
"beta_speed[Wong, Kean]",-25.95,0.45,-26.817,-25.081,0.005,0.008,8345.0,4852.0,1.0
"beta_speed[Thomas, Dillon]",-25.957,0.456,-26.841,-25.083,0.005,0.009,7581.0,4936.0,1.0
"beta_speed[Garlick, Kyle]",-25.876,0.451,-26.688,-24.969,0.006,0.008,6109.0,4585.0,1.0
"beta_speed[Wilkerson, Stevie]",-25.955,0.462,-26.899,-25.12,0.005,0.009,7727.0,4283.0,1.0
"beta_speed[Mendick, Danny]",-25.933,0.453,-26.777,-25.027,0.005,0.008,6924.0,4870.0,1.0
"beta_speed[Sierra, Magneuris]",-25.969,0.453,-26.811,-25.052,0.005,0.009,7443.0,4744.0,1.0
"beta_speed[Williams, Justin]",-25.924,0.445,-26.806,-25.069,0.005,0.008,7035.0,4569.0,1.0
"beta_speed[Astudillo, Willians]",-25.951,0.453,-26.852,-25.1,0.005,0.008,7539.0,5075.0,1.0
"beta_speed[Heineman, Scott]",-25.953,0.451,-26.789,-25.039,0.005,0.01,7294.0,4108.0,1.0
"beta_speed[Kelenic, Jarred]",-25.968,0.442,-26.823,-25.109,0.005,0.008,6728.0,4058.0,1.0
"beta_speed[Lee, Khalil]",-25.952,0.452,-26.804,-25.054,0.006,0.008,6770.0,4287.0,1.0
"beta_speed[Neuse, Sheldon]",-25.932,0.452,-26.785,-25.02,0.005,0.008,6742.0,4410.0,1.0
"beta_speed[Joyce, Matt]",-25.956,0.447,-26.875,-25.142,0.005,0.009,7333.0,4382.0,1.0
"beta_speed[Luplow, Jordan]",-25.97,0.447,-26.87,-25.132,0.005,0.008,7920.0,4987.0,1.0
"beta_speed[Quinn, Roman]",-25.977,0.457,-26.977,-25.193,0.005,0.009,7373.0,4968.0,1.0
"beta_speed[Maybin, Cameron]",-25.952,0.451,-26.802,-25.082,0.005,0.008,7948.0,5267.0,1.0
"beta_speed[Culberson, Charlie]",-25.947,0.455,-26.833,-25.098,0.005,0.008,7137.0,4725.0,1.0
"beta_speed[Haggerty, Sam]",-25.972,0.445,-26.826,-25.111,0.005,0.008,7405.0,4714.0,1.0
"beta_speed[Gonzalez, Marwin]",-26.01,0.453,-26.89,-25.143,0.005,0.009,7467.0,4853.0,1.0
"beta_speed[Stokes Jr., Troy]",-25.966,0.456,-26.914,-25.148,0.005,0.009,7441.0,4449.0,1.0
"beta_speed[Ruf, Darin]",-25.923,0.447,-26.771,-25.061,0.005,0.008,7209.0,4900.0,1.0
"beta_speed[Kingery, Scott]",-25.947,0.446,-26.759,-25.058,0.005,0.008,6587.0,4819.0,1.0
"beta_speed[Riley, Austin]",-25.89,0.467,-26.754,-24.973,0.006,0.009,6512.0,4487.0,1.0
"beta_speed[Hager, Jake]",-25.943,0.465,-26.792,-24.999,0.005,0.009,7097.0,4886.0,1.0
"beta_speed[Winker, Jesse]",-25.897,0.452,-26.751,-25.026,0.006,0.008,6185.0,3850.0,1.0
"beta_speed[Marcano, Tucupita]",-25.945,0.468,-26.85,-25.031,0.005,0.009,7758.0,4478.0,1.0
"beta_speed[Kivlehan, Patrick]",-25.953,0.463,-26.826,-25.038,0.005,0.01,7551.0,4286.0,1.0
"beta_speed[Hernandez, Yadiel]",-25.959,0.45,-26.785,-25.052,0.005,0.008,7808.0,4484.0,1.0
"beta_speed[Marmolejos, José]",-25.953,0.463,-26.856,-25.057,0.005,0.009,8143.0,4287.0,1.0
"beta_speed[Owen, Hunter]",-25.937,0.453,-26.79,-25.05,0.005,0.01,7140.0,3929.0,1.0
"beta_speed[Díaz, Aledmys]",-25.95,0.448,-26.743,-25.037,0.005,0.008,7733.0,4980.0,1.0
"beta_speed[Stevenson, Andrew]",-25.95,0.455,-26.787,-25.021,0.005,0.008,7557.0,4980.0,1.0
"beta_speed[Duggar, Steven]",-25.957,0.459,-26.86,-25.083,0.005,0.009,8186.0,4593.0,1.0
"beta_speed[Walsh, Jared]",-25.997,0.454,-26.849,-25.106,0.006,0.008,6772.0,3907.0,1.0
"beta_speed[Schebler, Scott]",-25.961,0.461,-26.844,-25.075,0.006,0.01,6725.0,3930.0,1.0
"beta_speed[Pérez, Hernán]",-25.96,0.456,-26.864,-25.095,0.005,0.01,7664.0,4377.0,1.0
"beta_speed[Palacios, Joshua]",-25.975,0.444,-26.826,-25.156,0.005,0.009,7230.0,4460.0,1.0
"beta_speed[Ray, Corey]",-25.957,0.452,-26.855,-25.115,0.005,0.009,7414.0,4419.0,1.0
"beta_speed[Baddoo, Akil]",-25.951,0.448,-26.809,-25.076,0.005,0.009,7274.0,4711.0,1.0
"beta_speed[Moniak, Mickey]",-25.932,0.458,-26.818,-25.06,0.005,0.009,8130.0,4202.0,1.0
"beta_speed[Alford, Anthony]",-25.948,0.45,-26.796,-25.103,0.005,0.008,7525.0,5112.0,1.0
"beta_speed[Tom, Ka'ai]",-25.957,0.458,-26.864,-25.078,0.005,0.008,6796.0,4602.0,1.0
"beta_speed[VanMeter, Josh]",-25.954,0.442,-26.779,-25.085,0.005,0.008,7761.0,4992.0,1.0
"beta_speed[Fowler, Dexter]",-25.951,0.467,-26.854,-25.061,0.005,0.009,8367.0,4909.0,1.0
"beta_speed[Brosseau, Mike]",-25.923,0.458,-26.792,-25.025,0.005,0.009,7501.0,4317.0,1.0
"beta_speed[Fowler, Dustin]",-25.951,0.453,-26.878,-25.13,0.005,0.009,7618.0,4690.0,1.0
"beta_speed[Meadows, Austin]",-25.948,0.45,-26.795,-25.062,0.005,0.009,7939.0,4651.0,1.0
"beta_speed[Dean, Austin]",-25.971,0.465,-26.789,-25.015,0.005,0.01,7393.0,4138.0,1.0
"beta_speed[Herrera, Odúbel]",-25.943,0.465,-26.839,-25.04,0.005,0.009,7478.0,3887.0,1.0
"beta_speed[Hamilton, Billy]",-25.957,0.458,-26.878,-25.084,0.005,0.009,7806.0,4264.0,1.0
"beta_speed[Gonzalez, Oscar]",-25.857,0.444,-26.728,-25.025,0.006,0.007,5751.0,4973.0,1.0
"beta_speed[Marte, Starling]",-25.904,0.431,-26.72,-25.06,0.005,0.007,6900.0,5051.0,1.0
"beta_speed[Suzuki, Seiya]",-25.985,0.422,-26.805,-25.202,0.005,0.007,6064.0,3812.0,1.0
"beta_speed[Eaton, Nate]",-26.011,0.46,-26.96,-25.167,0.006,0.009,6377.0,3997.0,1.0
"beta_speed[Guthrie, Dalton]",-25.957,0.459,-26.804,-25.032,0.005,0.009,7635.0,4789.0,1.0
"beta_speed[Capel, Conner]",-25.942,0.46,-26.821,-25.025,0.006,0.008,6956.0,4328.0,1.0
"beta_speed[Suwinski, Jack]",-25.95,0.442,-26.785,-25.074,0.005,0.009,7364.0,4706.0,1.0
"beta_speed[Dixon, Brandon]",-25.993,0.458,-26.9,-25.146,0.005,0.008,7245.0,4879.0,1.0
"beta_speed[Frazier, Adam]",-26.0,0.452,-26.905,-25.152,0.006,0.009,6757.0,4246.0,1.0
"beta_speed[Davis, Brendon]",-25.947,0.45,-26.777,-25.053,0.005,0.009,7620.0,5137.0,1.0
"beta_speed[Contreras, Mark]",-25.951,0.438,-26.777,-25.108,0.005,0.007,7202.0,4373.0,1.0
"beta_speed[Yepez, Juan]",-25.893,0.445,-26.703,-25.035,0.006,0.008,5578.0,4776.0,1.0
"beta_speed[Azócar, José]",-25.951,0.447,-26.81,-25.083,0.005,0.009,8169.0,4640.0,1.0
"beta_speed[Thompson, Bubba]",-25.945,0.465,-26.843,-25.034,0.006,0.01,6929.0,4658.0,1.0
"beta_speed[Wallner, Matt]",-25.892,0.444,-26.744,-25.045,0.006,0.007,5991.0,5188.0,1.0
"beta_speed[Burdick, Peyton]",-25.971,0.46,-26.861,-25.08,0.005,0.009,7617.0,4279.0,1.0
"beta_speed[Brennan, Will]",-25.946,0.426,-26.756,-25.114,0.005,0.008,6887.0,4793.0,1.0
"beta_speed[Stowers, Kyle]",-25.891,0.457,-26.821,-25.038,0.006,0.009,5766.0,3639.0,1.0
"beta_speed[Cabrera, Oswaldo]",-25.962,0.451,-26.847,-25.112,0.005,0.008,7580.0,4734.0,1.0
"beta_speed[Anderson, Brian]",-26.025,0.442,-26.863,-25.183,0.006,0.009,6700.0,4380.0,1.0
"beta_speed[McNeil, Jeff]",-25.97,0.44,-26.8,-25.101,0.005,0.009,8135.0,4795.0,1.0
"beta_speed[Mathias, Mark]",-25.961,0.455,-26.846,-25.094,0.005,0.008,7819.0,4328.0,1.0
"beta_speed[Friedl, TJ]",-25.971,0.452,-26.861,-25.137,0.005,0.008,7535.0,4740.0,1.0
"beta_speed[Mastrobuoni, Miles]",-25.969,0.451,-26.875,-25.119,0.005,0.008,7683.0,4452.0,1.0
"beta_speed[Toglia, Michael]",-25.899,0.443,-26.729,-25.05,0.005,0.008,6938.0,3781.0,1.0
"beta_speed[Benson, Will]",-25.96,0.436,-26.846,-25.15,0.005,0.007,7394.0,4823.0,1.0
"beta_speed[Mitchell, Cal]",-25.901,0.46,-26.72,-24.935,0.005,0.009,7226.0,4031.0,1.0
"beta_speed[Burleson, Alec]",-25.912,0.448,-26.796,-25.046,0.005,0.008,7410.0,4040.0,1.0
"beta_speed[Waters, Drew]",-25.859,0.453,-26.696,-24.993,0.006,0.009,5753.0,3482.0,1.0
"beta_speed[Castro, Willi]",-25.977,0.437,-26.847,-25.164,0.005,0.008,7486.0,5240.0,1.0
"beta_speed[Carpenter, Kerry]",-25.906,0.435,-26.724,-25.061,0.005,0.008,7051.0,5150.0,1.0
"beta_speed[Encarnacion, Jerar]",-25.985,0.449,-26.876,-25.127,0.005,0.008,7937.0,4582.0,1.0
"beta_speed[Maton, Nick]",-25.944,0.456,-26.877,-25.091,0.005,0.007,8042.0,5311.0,1.0
"beta_speed[Velázquez, Nelson]",-25.975,0.444,-26.901,-25.176,0.005,0.008,7498.0,4730.0,1.0
"beta_speed[Mancini, Trey]",-25.929,0.442,-26.737,-25.012,0.005,0.008,7456.0,4547.0,1.0
"beta_speed[Bleday, JJ]",-25.942,0.45,-26.805,-25.078,0.005,0.008,7387.0,4425.0,1.0
"beta_speed[McCutchen, Andrew]",-25.989,0.458,-26.846,-25.078,0.006,0.01,6843.0,3739.0,1.0
"beta_speed[Call, Alex]",-25.99,0.459,-26.886,-25.127,0.005,0.008,7704.0,4827.0,1.0
"beta_speed[Ramos, Heliot]",-25.909,0.457,-26.727,-24.974,0.005,0.009,7316.0,4704.0,1.0
"beta_speed[Castillo, Diego]",-25.947,0.456,-26.801,-25.033,0.005,0.009,7468.0,4362.0,1.0
"beta_speed[Meneses, Joey]",-25.96,0.446,-26.847,-25.155,0.005,0.008,7432.0,4576.0,1.0
"beta_speed[Trammell, Taylor]",-25.981,0.458,-26.896,-25.111,0.005,0.009,7667.0,4887.0,1.0
"beta_speed[Donovan, Brendan]",-25.938,0.44,-26.747,-25.075,0.005,0.008,7124.0,4858.0,1.0
"beta_speed[Johnson, Bryce]",-25.99,0.457,-26.86,-25.118,0.006,0.009,7213.0,3836.0,1.0
"beta_speed[Rosario, Eddie]",-25.684,0.552,-26.618,-24.617,0.011,0.012,2763.0,3324.0,1.0
"beta_speed[Aguilar, Ryan]",-25.964,0.46,-26.913,-25.147,0.005,0.009,7664.0,4428.0,1.0
"beta_speed[Carroll, Corbin]",-25.984,0.447,-26.792,-25.069,0.005,0.009,7116.0,4384.0,1.0
"beta_speed[Stevenson, Cal]",-25.957,0.454,-26.893,-25.122,0.005,0.009,7779.0,4710.0,1.0
"beta_speed[Heredia, Guillermo]",-25.938,0.459,-26.845,-25.072,0.005,0.01,7195.0,4432.0,1.0
"beta_speed[Pollock, AJ]",-25.862,0.462,-26.729,-24.969,0.007,0.008,5418.0,3890.0,1.0
"beta_speed[Madris, Bligh]",-25.922,0.453,-26.791,-25.058,0.005,0.009,7763.0,5074.0,1.0
"beta_speed[Duran, Jarren]",-25.944,0.453,-26.769,-25.01,0.005,0.008,7346.0,4797.0,1.0
"beta_speed[Dubón, Mauricio]",-25.966,0.453,-26.853,-25.135,0.005,0.008,7596.0,4477.0,1.0
"beta_speed[Muñoz, Yairo]",-25.932,0.461,-26.865,-25.08,0.006,0.009,6616.0,4357.0,1.0
"beta_speed[Bernard, Wynton]",-25.959,0.463,-26.916,-25.133,0.005,0.009,7063.0,4792.0,1.0
"beta_speed[Vavra, Terrin]",-25.934,0.451,-26.812,-25.077,0.005,0.008,7206.0,4896.0,1.0
"beta_speed[Melendez, MJ]",-25.845,0.45,-26.631,-24.922,0.006,0.008,5323.0,4602.0,1.0
"beta_speed[Jones, Nolan]",-25.946,0.455,-26.863,-25.104,0.005,0.009,7860.0,4125.0,1.0
"beta_speed[Carpenter, Matt]",-25.969,0.453,-26.826,-25.066,0.006,0.009,6590.0,4330.0,1.0
"beta_speed[Díaz, Yusniel]",-25.958,0.448,-26.844,-25.105,0.005,0.009,7074.0,4886.0,1.0
"beta_speed[Pratto, Nick]",-25.948,0.468,-26.818,-25.01,0.005,0.01,7266.0,4347.0,1.0
"beta_speed[Ruiz, Esteury]",-25.987,0.442,-26.931,-25.214,0.005,0.008,7467.0,4434.0,1.0
"beta_speed[Reynolds, Matt]",-25.978,0.46,-26.841,-25.089,0.005,0.01,8390.0,4596.0,1.0
"beta_speed[Lewis, Kyle]",-25.982,0.45,-26.94,-25.176,0.006,0.008,6892.0,3897.0,1.0
"beta_speed[Joe, Connor]",-25.879,0.453,-26.739,-25.005,0.006,0.009,5900.0,3596.0,1.0
"beta_speed[Hernandez, Elier]",-25.963,0.462,-26.846,-25.044,0.005,0.009,7207.0,4151.0,1.0
"beta_speed[Hicklen, Brewer]",-25.961,0.461,-26.904,-25.106,0.005,0.01,7383.0,4572.0,1.0
"beta_speed[Inciarte, Ender]",-25.963,0.454,-26.809,-25.065,0.005,0.009,7793.0,4369.0,1.0
"beta_speed[Arroyo, Christian]",-25.864,0.467,-26.724,-24.918,0.006,0.009,6264.0,4104.0,1.0
"beta_speed[Kwan, Steven]",-25.891,0.453,-26.786,-25.033,0.006,0.008,6367.0,4151.0,1.0
"beta_speed[Wilson, Marcus]",-25.942,0.448,-26.785,-25.056,0.005,0.009,7372.0,4960.0,1.0
"beta_speed[Crook, Narciso]",-25.962,0.452,-26.832,-25.1,0.005,0.009,7260.0,4294.0,1.0
"beta_speed[Upton, Justin]",-25.955,0.454,-26.807,-25.043,0.005,0.008,7653.0,4086.0,1.0
"beta_speed[Alvarez, Eddy]",-25.932,0.461,-26.758,-25.026,0.005,0.01,7605.0,3837.0,1.0
"beta_speed[Haseley, Adam]",-26.008,0.452,-26.86,-25.11,0.005,0.009,7288.0,4701.0,1.0
"beta_speed[Plummer, Nick]",-25.943,0.452,-26.805,-25.098,0.005,0.008,8110.0,4787.0,1.0
"beta_speed[Walker, Steele]",-25.96,0.468,-26.874,-25.105,0.005,0.011,8100.0,4989.0,1.0
"beta_speed[Demeritte, Travis]",-25.957,0.448,-26.794,-25.08,0.005,0.009,8175.0,4620.0,1.0
"beta_speed[Alberto, Hanser]",-25.934,0.446,-26.782,-25.06,0.005,0.008,7585.0,4980.0,1.0
"beta_speed[Whitefield, Aaron]",-25.92,0.452,-26.749,-25.011,0.005,0.008,7450.0,4733.0,1.0
"beta_speed[Mayfield, Jack]",-25.942,0.452,-26.851,-25.106,0.005,0.009,8168.0,4560.0,1.0
"beta_speed[Abrams, CJ]",-25.96,0.468,-26.863,-25.054,0.005,0.01,7125.0,4917.0,1.0
"beta_speed[Nevin, Tyler]",-25.963,0.459,-26.865,-25.073,0.005,0.008,6996.0,5060.0,1.0
"beta_speed[Marsh, Brandon]",-26.015,0.459,-26.928,-25.159,0.006,0.009,6551.0,4330.0,1.0
"beta_speed[McDonald, Mickey]",-25.964,0.455,-26.83,-25.04,0.005,0.008,7292.0,4603.0,1.0
"beta_speed[Lopes, Christian]",-25.956,0.448,-26.82,-25.086,0.005,0.008,7639.0,5218.0,1.0
"beta_speed[Jackson, Drew]",-25.947,0.441,-26.832,-25.143,0.005,0.008,7431.0,4780.0,1.0
"beta_speed[Dickerson, Alex]",-25.956,0.451,-26.782,-25.069,0.005,0.008,8573.0,4870.0,1.0
"beta_speed[Hicks, Aaron]",-25.957,0.444,-26.782,-25.045,0.006,0.008,6522.0,4003.0,1.0
"beta_speed[Canario, Alexander]",-25.936,0.443,-26.824,-25.119,0.005,0.008,6967.0,4498.0,1.0
"beta_speed[Perkins, Blake]",-26.075,0.477,-27.061,-25.273,0.006,0.012,6311.0,4132.0,1.0
"beta_speed[Pache, Cristian]",-25.955,0.459,-26.854,-25.098,0.005,0.008,7544.0,4652.0,1.0
"beta_speed[Andujar, Miguel]",-25.99,0.452,-26.85,-25.089,0.005,0.009,7228.0,4201.0,1.0
"beta_speed[Basabe, Osleivis]",-25.946,0.45,-26.89,-25.142,0.005,0.008,7672.0,4493.0,1.0
"beta_speed[Walker, Jordan]",-25.95,0.428,-26.775,-25.102,0.005,0.007,7029.0,5337.0,1.0
"beta_speed[Steer, Spencer]",-25.941,0.444,-26.816,-25.086,0.005,0.008,7131.0,4243.0,1.0
"beta_speed[Matos, Luis]",-25.999,0.446,-26.881,-25.163,0.005,0.008,7718.0,4598.0,1.0
"beta_speed[Senzel, Nick]",-25.982,0.453,-26.829,-25.076,0.005,0.008,7023.0,4700.0,1.0
"beta_speed[Bouchard, Sean]",-25.926,0.438,-26.773,-25.125,0.005,0.008,7507.0,5050.0,1.0
"beta_speed[Kjerstad, Heston]",-26.0,0.462,-26.927,-25.163,0.006,0.01,5964.0,4131.0,1.0
"beta_speed[Frelick, Sal]",-26.053,0.464,-26.92,-25.168,0.006,0.009,6282.0,4523.0,1.0
"beta_speed[Hernández, Enrique]",-25.954,0.458,-26.795,-25.05,0.005,0.009,7609.0,5410.0,1.0
"beta_speed[Goodman, Hunter]",-25.92,0.454,-26.763,-25.015,0.006,0.009,7059.0,3471.0,1.0
"beta_speed[Davis, Henry]",-25.787,0.477,-26.631,-24.81,0.008,0.008,3496.0,4090.0,1.0
"beta_speed[Hampson, Garrett]",-25.954,0.449,-26.777,-25.033,0.005,0.008,7388.0,4165.0,1.0
"beta_speed[Blanco, Dairon]",-25.932,0.454,-26.818,-25.091,0.005,0.008,7294.0,5160.0,1.0
"beta_speed[Morel, Christopher]",-25.873,0.454,-26.721,-24.974,0.006,0.009,5766.0,3553.0,1.0
"beta_speed[Palacios, Richie]",-25.976,0.452,-26.9,-25.162,0.005,0.009,7290.0,4316.0,1.0
"beta_speed[Adams, Jordyn]",-25.918,0.461,-26.729,-24.958,0.006,0.01,6861.0,4509.0,1.0
"beta_speed[Colás, Oscar]",-26.0,0.445,-26.872,-25.142,0.005,0.007,7057.0,4381.0,1.0
"beta_speed[Encarnacion-Strand, Christian]",-25.953,0.449,-26.796,-25.114,0.005,0.009,7427.0,4831.0,1.0
"beta_speed[Cabbage, Trey]",-25.995,0.455,-26.846,-25.094,0.005,0.009,7849.0,4528.0,1.0
"beta_speed[Carter, Evan]",-25.964,0.45,-26.778,-25.061,0.005,0.007,7567.0,5270.0,1.0
"beta_speed[Ibáñez, Andy]",-25.973,0.462,-26.852,-25.08,0.006,0.009,6591.0,4426.0,1.0
